date,visitors,zoo_garden_group,theme_garden_group,individual_visitors,day
2023-03-22,1525,0,0,1525,수
2023-03-23,3426,2285,0,1141,목
2023-03-24,1677,40,0,1637,금
2023-03-25,13180,78,45,13057,토
2023-03-26,19974,3001,0,16973,일
2023-03-27,2008,0,0,2008,월
2023-03-28,1983,0,0,1983,화
2023-03-29,2199,35,0,2164,수
2023-03-30,2758,0,0,2758,목
2023-03-31,4248,30,0,4218,금
2023-04-01,24827,38,0,24789,토
2023-04-02,26129,0,0,26129,일
2023-04-03,7318,75,0,7243,월
2023-04-04,3674,0,0,3674,화
2023-04-05,248,0,0,248,수
2023-04-06,859,35,117,707,목
2023-04-07,3409,626,93,2690,금
2023-04-08,13460,153,0,13307,토
2023-04-09,15723,0,0,15723,일
2023-04-10,3076,32,0,3044,월
2023-04-11,542,203,0,339,화
2023-04-12,1802,140,76,1586,수
2023-04-13,4630,2591,56,1983,목
2023-04-14,3123,537,109,2477,금
2023-04-15,3738,162,0,3576,토
2023-04-16,8295,91,0,8204,일
2023-04-17,7058,4547,0,2511,월
2023-04-18,810,114,0,696,화
2023-04-19,4066,370,235,3461,수
2023-04-20,2688,545,111,2032,목
2023-04-21,5455,1400,514,3541,금
2023-04-22,14297,156,0,14141,토
2023-04-23,14121,0,0,14121,일
2023-04-24,3371,415,168,2788,월
2023-04-25,1048,320,0,728,화
2023-04-26,3444,787,379,2278,수
2023-04-27,7353,3116,606,3631,목
2023-04-28,5908,1380,744,3784,금
2023-04-29,13909,12472,0,1437,토
2023-04-30,17773,105,0,17668,일
2023-05-01,18777,0,0,18777,월
2023-05-02,3720,459,202,3059,화
2023-05-03,4919,1180,294,3445,수
2023-05-04,6185,1843,359,3983,목
2023-05-05,41286,0,0,41286,금
2023-05-06,941,0,0,941,토
2023-05-07,8043,210,32,7801,일
2023-05-08,3305,76,44,3185,월
2023-05-09,3769,423,97,3249,화
2023-05-10,4410,925,315,3170,수
2023-05-11,6468,1829,1020,3619,목
2023-05-12,6220,1569,619,4032,금
2023-05-13,16168,1079,30,15059,토
2023-05-14,15901,172,0,15729,일
2023-05-15,3859,465,0,3394,월
2023-05-16,4721,743,558,3420,화
2023-05-17,4850,1031,424,3395,수
2023-05-18,5966,1287,921,3758,목
2023-05-19,7478,1280,973,5225,금
2023-05-20,16102,182,0,15920,토
2023-05-21,15214,96,36,15082,일
2023-05-22,4135,310,47,3778,월
2023-05-23,5286,241,436,4609,화
2023-05-24,6226,618,175,5433,수
2023-05-25,7652,916,327,6409,목
2023-05-26,6831,1056,249,5526,금
2023-05-27,4392,0,0,4392,토
2023-05-28,23283,21878,0,1405,일
2023-05-29,15771,0,0,15771,월
2023-05-30,4358,133,285,3940,화
2023-05-31,7039,575,373,6091,수
2023-06-01,5057,324,301,4432,목
2023-06-02,4943,456,379,4108,금
2023-06-03,16661,206,0,16455,토
2023-06-04,18113,35,0,18078,일
2023-06-05,9332,69,0,9263,월
2023-06-06,19754,0,31,19723,화
2023-06-07,2314,0,68,2246,수
2023-06-08,2180,280,93,1807,목
2023-06-09,2712,95,69,2548,금
2023-06-10,6621,98,0,6523,토
2023-06-11,7252,0,0,7252,일
2023-06-12,2158,74,36,2048,월
2023-06-13,2238,0,241,1997,화
2023-06-14,1942,226,40,1676,수
2023-06-15,2030,34,150,1846,목
2023-06-16,2162,89,172,1901,금
2023-06-17,7570,31,30,7509,토
2023-06-18,5725,0,0,5725,일
2023-06-19,967,34,0,933,월
2023-06-20,1390,120,0,1270,화
2023-06-21,495,0,0,495,수
2023-06-22,2088,176,55,1857,목
2023-06-23,1713,70,92,1551,금
2023-06-24,5590,86,0,5504,토
2023-06-25,3946,166,0,3780,일
2023-06-26,375,45,0,330,월
2023-06-27,15950,14729,157,1064,화
2023-06-28,1011,0,0,1011,수
2023-06-29,131,0,0,131,목
2023-06-30,1794,956,30,808,금
2023-07-01,2821,0,0,2821,토
2023-07-02,2872,0,0,2872,일
2023-07-03,545,0,0,545,월
2023-07-04,419,0,0,419,화
2023-07-05,855,0,0,855,수
2023-07-06,795,0,0,795,목
2023-07-07,834,32,38,764,금
2023-07-08,4459,30,0,4429,토
2023-07-09,1053,0,0,1053,일
2023-07-10,559,35,0,524,월
2023-07-11,430,81,0,349,화
2023-07-12,923,30,0,893,수
2023-07-13,132,0,0,132,목
2023-07-14,166,0,0,166,금
2023-07-15,1324,0,0,1324,토
2023-07-16,1889,30,0,1859,일
2023-07-17,851,145,0,706,월
2023-07-18,392,0,0,392,화
2023-07-19,1244,35,0,1209,수
2023-07-20,1042,0,34,1008,목
2023-07-21,2577,0,0,2577,금
2023-07-22,2173,0,0,2173,토
2023-07-23,392,0,0,392,일
2023-07-24,1150,0,0,1150,월
2023-07-25,12014,10178,812,1024,화
2023-07-26,1002,0,0,1002,수
2023-07-27,1014,34,0,980,목
2023-07-28,900,0,0,900,금
2023-07-29,1549,0,0,1549,토
2023-07-30,1459,0,0,1459,일
2023-07-31,1290,0,0,1290,월
2023-08-01,1032,39,0,993,화
2023-08-02,896,0,0,896,수
2023-08-03,757,0,0,757,목
2023-08-04,715,1,0,714,금
2023-08-05,1009,0,0,1009,토
2023-08-06,841,0,0,841,일
2023-08-07,432,0,0,432,월
2023-08-08,437,0,0,437,화
2023-08-09,614,0,0,614,수
2023-08-10,54,0,0,54,목
2023-08-11,400,0,0,400,금
2023-08-12,4591,0,0,4591,토
2023-08-13,5847,0,0,5847,일
2023-08-14,1573,0,0,1573,월
2023-08-15,3626,0,0,3626,화
2023-08-16,1430,0,0,1430,수
2023-08-17,747,0,0,747,목
2023-08-18,523,0,0,523,금
2023-08-19,1969,0,0,1969,토
2023-08-20,2441,0,0,2441,일
2023-08-21,615,0,0,615,월
2023-08-22,398,0,0,398,화
2023-08-23,273,0,0,273,수
2023-08-24,588,0,0,588,목
2023-08-25,832,0,0,832,금
2023-08-26,5372,0,0,5372,토
2023-08-27,9460,2574,119,6767,일
2023-08-28,302,0,0,302,월
2023-08-29,203,0,0,203,화
2023-08-30,557,0,0,557,수
2023-08-31,1374,0,0,1374,목
2023-09-01,1401,0,0,1401,금
2023-09-02,10082,0,0,10082,토
2023-09-03,6528,0,0,6528,일
2023-09-04,1689,0,0,1689,월
2023-09-05,974,0,0,974,화
2023-09-06,1017,62,95,860,수
2023-09-07,1141,0,41,1100,목
2023-09-08,1705,106,119,1480,금
2023-09-09,8358,74,0,8284,토
2023-09-10,9018,0,0,9018,일
2023-09-11,1391,75,0,1316,월
2023-09-12,1124,0,0,1124,화
2023-09-13,716,136,38,542,수
2023-09-14,2969,986,307,1676,목
2023-09-15,535,166,0,369,금
2023-09-16,4664,442,0,4222,토
2023-09-17,7474,91,0,7383,일
2023-09-18,1782,199,0,1583,월
2023-09-19,2269,235,47,1987,화
2023-09-20,459,67,0,392,수
2023-09-21,3053,873,276,1904,목
2023-09-22,3056,326,132,2598,금
2023-09-23,13095,36,30,13029,토
2023-09-24,15138,70,0,15068,일
2023-09-25,1631,95,0,1536,월
2023-09-26,374,105,43,226,화
2023-09-27,788,0,0,788,수
2023-09-28,11864,0,0,11864,목
2023-09-29,20239,3469,131,16639,금
2023-09-30,13801,32,0,13769,토
2023-10-01,22044,0,0,22044,일
2023-10-02,23408,0,0,23408,월
2023-10-03,15126,31,0,15095,화
2023-10-04,3061,1073,144,1844,수
2023-10-05,2908,249,380,2279,목
2023-10-06,4154,1233,291,2630,금
2023-10-07,14177,90,30,14057,토
2023-10-08,16657,76,0,16581,일
2023-10-09,15218,90,36,15092,월
2023-10-10,2761,237,34,2490,화
2023-10-11,3679,478,256,2945,수
2023-10-12,3844,621,161,3062,목
2023-10-13,4995,1096,401,3498,금
2023-10-14,3007,405,0,2602,토
2023-10-15,16859,753,0,16106,일
2023-10-16,3380,377,189,2814,월
2023-10-17,5117,1362,81,3674,화
2023-10-18,5465,2040,366,3059,수
2023-10-19,1118,255,0,863,목
2023-10-20,6287,1825,528,3934,금
2023-10-21,12618,590,0,12028,토
2023-10-22,15168,0,0,15168,일
2023-10-23,3183,105,80,2998,월
2023-10-24,3832,1089,222,2521,화
2023-10-25,4366,893,105,3368,수
2023-10-26,4150,810,223,3117,목
2023-10-27,6039,1433,225,4381,금
2023-10-28,20841,1174,107,19560,토
2023-10-29,32527,11772,361,20394,일
2023-10-30,4739,683,0,4056,월
2023-10-31,3830,38,33,3759,화
2023-11-01,3047,924,35,2088,수
2023-11-02,4554,74,161,4319,목
2023-11-03,2612,205,53,2354,금
2023-11-04,16512,146,36,16330,토
2023-11-05,2015,0,0,2015,일
2023-11-06,670,0,0,670,월
2023-11-07,1894,289,0,1605,화
2023-11-08,2199,80,178,1941,수
2023-11-09,1932,68,40,1824,목
2023-11-10,2067,212,45,1810,금
2023-11-11,4012,221,0,3791,토
2023-11-12,3466,30,0,3436,일
2023-11-13,734,63,0,671,월
2023-11-14,2941,177,0,2764,화
2023-11-15,1223,36,0,1187,수
2023-11-16,270,0,0,270,목
2023-11-17,1028,216,0,812,금
2023-11-18,2146,123,0,2023,토
2023-11-19,4039,0,0,4039,일
2023-11-20,946,73,0,873,월
2023-11-21,1128,0,0,1128,화
2023-11-22,1257,30,0,1227,수
2023-11-23,903,0,0,903,목
2023-11-24,447,31,0,416,금
2023-11-25,1326,47,0,1279,토
2023-11-26,23604,20968,797,1839,일
2023-11-27,276,0,0,276,월
2023-11-28,607,129,0,478,화
2023-11-29,316,0,0,316,수
2023-11-30,208,0,0,208,목
2023-12-01,277,0,0,277,금
2023-12-02,1150,0,0,1150,토
2023-12-03,1590,0,0,1590,일
2023-12-04,554,0,0,554,월
2023-12-05,542,0,0,542,화
2023-12-06,318,0,0,318,수
2023-12-07,553,0,0,553,목
2023-12-08,888,0,0,888,금
2023-12-09,5337,0,0,5337,토
2023-12-10,5776,0,0,5776,일
2023-12-11,119,0,0,119,월
2023-12-12,451,0,0,451,화
2023-12-13,569,0,0,569,수
2023-12-14,171,0,0,171,목
2023-12-15,77,0,0,77,금
2023-12-16,553,0,0,553,토
2023-12-17,5644,5330,0,314,일
2023-12-18,624,498,0,126,월
2023-12-19,282,0,0,282,화
2023-12-20,267,0,0,267,수
2023-12-21,102,0,0,102,목
2023-12-22,2823,797,0,2026,금
2023-12-23,338,0,0,338,토
2023-12-24,904,0,0,904,일
2023-12-25,732,0,0,732,월
2023-12-26,547,0,0,547,화
2023-12-27,643,0,0,643,수
2023-12-28,518,0,0,518,목
2023-12-29,651,0,0,651,금
2023-12-30,344,0,0,344,토
2023-12-31,950,0,0,950,일
