date,visitors,zoo_garden_group,theme_garden_group,individual_visitors
2019-03-03,4393,0,0,4393
2019-03-04,822,0,0,822
2019-03-05,649,0,0,649
2019-03-06,513,0,0,513
2019-03-07,1196,0,0,1196
2019-03-08,1622,0,0,1622
2019-03-09,17833,74,0,17759
2019-03-10,9254,0,0,9254
2019-03-11,1025,0,0,1025
2019-03-12,1326,603,0,723
2019-03-13,1064,33,0,1031
2019-03-14,1351,0,0,1351
2019-03-15,963,128,0,835
2019-03-16,8722,98,0,8624
2019-03-17,15718,30,0,15688
2019-03-18,1945,0,0,1945
2019-03-19,2077,31,0,2046
2019-03-20,759,0,0,759
2019-03-21,1144,60,0,1084
2019-03-22,1477,0,0,1477
2019-03-23,3562,0,0,3562
2019-03-24,12787,35,0,12752
2019-03-25,1538,0,0,1538
2019-03-26,1744,0,0,1744
2019-03-27,1117,0,0,1117
2019-03-28,1665,108,0,1557
2019-03-29,2870,188,0,2682
2019-03-30,2452,115,0,2337
2019-03-31,4418,0,0,4418
2019-04-01,1876,0,0,1876
2019-04-02,2081,55,0,2026
2019-04-03,3957,1651,32,2274
2019-04-04,3060,123,124,2813
2019-04-05,4100,1368,44,2688
2019-04-06,11272,212,0,11060
2019-04-07,31924,200,0,31724
2019-04-08,5501,1007,0,4494
2019-04-09,3029,363,53,2613
2019-04-10,2124,761,30,1333
2019-04-11,8577,3442,151,4984
2019-04-12,9296,1597,172,7527
2019-04-13,39200,210,0,38990
2019-04-14,5017,106,0,4911
2019-04-15,6556,208,174,6174
2019-04-16,6982,558,267,6157
2019-04-17,6040,327,127,5586
2019-04-18,4791,442,397,3952
2019-04-19,6494,1243,388,4863
2019-04-20,29419,182,0,29237
2019-04-21,19874,152,0,19722
2019-04-22,4445,178,0,4267
2019-04-23,3905,761,229,2915
2019-04-24,3475,895,3,2577
2019-04-25,6869,5228,247,1394
2019-04-26,3550,1911,114,1525
2019-04-27,23777,447,0,23330
2019-04-28,17964,455,0,17509
2019-04-29,3283,370,238,2675
2019-04-30,6833,2070,448,4315
2019-05-01,26327,1476,0,24851
2019-05-02,6977,1254,476,5247
2019-05-03,9589,2830,528,6231
2019-05-04,17366,104,0,17262
2019-05-05,43255,4792,0,38463
2019-05-06,31870,145,0,31725
2019-05-07,4534,524,71,3939
2019-05-08,3574,505,207,2862
2019-05-09,5572,1430,415,3727
2019-05-10,7701,3131,702,3868
2019-05-11,17093,1190,35,15868
2019-05-12,17370,161,3,17206
2019-05-13,3194,110,284,2800
2019-05-14,6529,869,554,5106
2019-05-15,6094,2733,337,3024
2019-05-16,5200,1323,710,3167
2019-05-17,8945,3333,1300,4312
2019-05-18,16276,881,39,15356
2019-05-19,2666,0,319,2347
2019-05-20,3766,0,0,3766
2019-05-21,7521,2006,259,5256
2019-05-22,6119,636,747,4736
2019-05-23,6060,765,327,4968
2019-05-24,7253,2069,820,4364
2019-05-25,23240,5883,171,17186
2019-05-26,25575,247,105,25223
2019-05-27,1162,0,0,1162
2019-05-28,9372,579,175,8618
2019-05-29,8026,319,290,7417
2019-05-30,19350,11454,770,7126
2019-05-31,8759,974,445,7340
2019-06-01,26364,1427,40,24897
2019-06-02,25449,69,0,25380
2019-06-03,6056,233,176,5647
2019-06-04,6528,659,392,5477
2019-06-05,6975,1381,289,5305
2019-06-06,21962,116,120,21726
2019-06-07,2612,0,31,2581
2019-06-08,27175,257,30,26888
2019-06-09,15525,57,64,15404
2019-06-10,3073,63,144,2866
2019-06-11,4733,0,501,4232
2019-06-12,4792,377,322,4093
2019-06-13,3361,198,241,2922
2019-06-14,3441,414,89,2938
2019-06-15,12924,30,0,12894
2019-06-16,14680,99,39,14542
2019-06-17,3147,214,40,2893
2019-06-18,2085,73,36,1976
2019-06-19,2212,51,124,2037
2019-06-20,3271,292,190,2789
2019-06-21,2457,108,210,2139
2019-06-22,12601,122,31,12448
2019-06-23,11289,0,0,11289
2019-06-24,2921,738,0,2183
2019-06-25,2038,71,74,1893
2019-06-26,1954,147,119,1688
2019-06-27,1587,0,0,1587
2019-06-28,17126,15345,107,1674
2019-06-29,4743,117,0,4626
2019-06-30,9422,36,0,9386
2019-07-01,2026,0,0,2026
2019-07-02,2076,30,52,1994
2019-07-03,1546,0,37,1509
2019-07-04,1671,36,0,1635
2019-07-05,1344,0,0,1344
2019-07-06,3647,30,0,3617
2019-07-07,4107,30,0,4077
2019-07-08,1440,0,0,1440
2019-07-09,1778,61,0,1717
2019-07-10,1412,74,0,1338
2019-07-11,1100,46,0,1054
2019-07-12,2070,64,0,2006
2019-07-13,7214,165,0,7049
2019-07-14,6264,0,0,6264
2019-07-15,1060,0,0,1060
2019-07-16,1684,176,0,1508
2019-07-17,1339,0,0,1339
2019-07-18,2643,1193,0,1450
2019-07-19,1355,59,0,1296
2019-07-20,2468,31,0,2437
2019-07-21,2912,44,0,2868
2019-07-22,1429,0,0,1429
2019-07-23,1370,0,0,1370
2019-07-24,765,0,0,765
2019-07-25,630,0,0,630
2019-07-26,12704,12463,0,241
2019-07-27,2834,48,0,2786
2019-07-28,1144,0,0,1144
2019-07-29,2921,0,0,2921
2019-07-30,2230,0,0,2230
2019-07-31,724,0,0,724
2019-08-01,3038,0,0,3038
2019-08-02,2886,0,0,2886
2019-08-03,2685,0,0,2685
2019-08-04,2468,0,0,2468
2019-08-05,1053,0,0,1053
2019-08-06,7204,0,0,7204
2019-08-07,1197,0,39,1158
2019-08-08,1250,33,0,1217
2019-08-09,886,0,0,886
2019-08-10,1785,0,0,1785
2019-08-11,2657,628,0,2029
2019-08-12,428,0,0,428
2019-08-13,1185,40,0,1145
2019-08-14,872,36,0,836
2019-08-15,1120,0,0,1120
2019-08-16,3587,0,0,3587
2019-08-17,5430,30,0,5400
2019-08-18,7670,0,0,7670
2019-08-19,1854,0,0,1854
2019-08-20,1430,0,0,1430
2019-08-21,1328,0,0,1328
2019-08-22,1190,0,0,1190
2019-08-23,1863,58,0,1805
2019-08-24,10784,69,0,10715
2019-08-25,11007,0,0,11007
2019-08-26,1821,0,0,1821
2019-08-27,1711,0,0,1711
2019-08-28,1679,0,0,1679
2019-08-29,5198,4354,0,844
2019-08-30,2304,0,0,2304
2019-08-31,15428,0,0,15428
2019-09-01,14422,0,0,14422
2019-09-02,1994,0,0,1994
2019-09-03,1790,0,186,1604
2019-09-04,460,30,0,430
2019-09-05,764,174,0,590
2019-09-06,998,140,0,858
2019-09-08,6033,0,0,6033
2019-09-09,925,0,0,925
2019-09-10,987,420,0,567
2019-09-11,1770,164,0,1606
2019-09-12,5460,0,0,5460
2019-09-13,19822,0,0,19822
2019-09-14,16120,30,0,16090
2019-09-15,14186,0,0,14186
2019-09-16,3182,38,98,3046
2019-09-17,2611,93,76,2442
2019-09-18,3172,388,120,2664
2019-09-19,3431,340,197,2894
2019-09-20,4563,591,167,3805
2019-09-21,10127,149,0,9978
2019-09-22,1126,0,0,1126
2019-09-23,2999,325,0,2674
2019-09-24,4136,461,539,3136
2019-09-25,3948,558,303,3087
2019-09-26,11123,7530,339,3254
2019-09-27,4624,941,339,3344
2019-09-28,22637,4339,135,18163
2019-09-29,18965,131,0,18834
2019-09-30,4098,1603,40,2455
2019-10-01,3496,487,209,2800
2019-10-02,2251,1240,61,950
2019-10-03,15337,0,2,15335
2019-10-04,11882,1551,102,10229
2019-10-05,16368,137,76,16155
2019-10-06,19596,154,0,19442
2019-10-07,453,32,0,421
2019-10-08,6765,2107,154,4504
2019-10-09,25533,412,30,25091
2019-10-10,4152,980,344,2828
2019-10-11,6444,1634,255,4555
2019-10-12,18065,839,117,17109
2019-10-13,18452,108,0,18344
2019-10-14,3421,322,40,3059
2019-10-15,4828,1253,182,3393
2019-10-16,4625,992,236,3397
2019-10-17,7092,1697,564,4831
2019-10-18,8745,4076,187,4482
2019-10-19,19166,602,47,18517
2019-10-20,16154,35,41,16078
2019-10-21,4135,1056,66,3013
2019-10-22,4520,942,191,3387
2019-10-23,5540,1966,282,3292
2019-10-24,4341,729,38,3574
2019-10-25,8133,3156,278,4699
2019-10-26,17609,406,100,17103
2019-10-27,16692,206,0,16486
2019-10-28,3318,219,0,3099
2019-10-29,3791,646,34,3111
2019-10-30,12945,9078,471,3396
2019-10-31,4014,613,153,3248
2019-11-01,3458,633,0,2825
2019-11-02,14026,597,0,13429
2019-11-03,11948,216,107,11625
2019-11-04,3977,42,46,3889
2019-11-05,3444,108,0,3336
2019-11-06,3086,191,60,2835
2019-11-07,3573,475,147,2951
2019-11-08,4592,1474,55,3063
2019-11-09,12385,484,0,11901
2019-11-10,9306,455,0,8851
2019-11-11,2244,196,108,1940
2019-11-12,2867,245,0,2622
2019-11-13,1080,67,0,1013
2019-11-14,3890,2615,0,1275
2019-11-15,618,30,0,588
2019-11-16,6239,73,0,6166
2019-11-17,1062,0,0,1062
2019-11-18,893,0,0,893
2019-11-19,2984,62,0,2922
2019-11-20,1030,37,0,993
2019-11-21,1160,0,0,1160
2019-11-22,1700,34,31,1635
2019-11-23,7841,0,0,7841
2019-11-24,3749,30,0,3719
2019-11-25,922,0,0,922
2019-11-26,1377,0,0,1377
2019-11-27,1223,80,0,1143
2019-11-28,1041,22,0,1019
2019-11-29,18132,17053,0,1079
2019-11-30,3727,37,0,3690
2019-12-01,836,0,0,836
2019-12-02,813,46,0,767
2019-12-03,696,0,0,696
2019-12-04,790,0,0,790
2019-12-05,705,0,0,705
2019-12-06,407,0,0,407
2019-12-07,1326,0,0,1326
2019-12-08,2122,30,0,2092
2019-12-09,621,0,0,621
2019-12-10,708,0,0,708
2019-12-11,645,0,0,645
2019-12-12,1153,381,0,772
2019-12-13,749,31,0,718
2019-12-14,2182,0,0,2182
2019-12-15,3487,153,0,3334
2019-12-16,1084,32,0,1052
2019-12-17,473,0,0,473
2019-12-18,1578,647,0,931
2019-12-19,779,0,0,779
2019-12-20,725,0,0,725
2019-12-21,1661,31,0,1630
2019-12-22,1967,69,0,1898
2019-12-23,699,0,0,699
2019-12-24,959,0,0,959
2019-12-25,2858,0,0,2858
2019-12-26,548,0,0,548
2019-12-27,1302,0,0,1302
2019-12-28,2110,40,0,2070
2019-12-29,6913,5066,0,1847
2019-12-30,863,0,0,863
2019-12-31,548,0,0,548
