date,visitors,zoo_garden_group,theme_garden_group,individual_visitors
2023-10-06,4154,1233,291,2630
2023-10-07,14177,90,30,14057
2023-10-08,16657,76,0,16581
2023-10-09,15218,90,36,15092
2023-10-10,2761,237,34,2490
2023-10-11,3679,478,256,2945
2023-10-12,3844,621,161,3062
2023-10-13,4995,1096,401,3498
2023-10-14,3007,405,0,2602
2023-10-15,16859,753,0,16106
2023-10-16,3380,377,189,2814
2023-10-17,5117,1362,81,3674
2023-10-18,5465,2040,366,3059
2023-10-19,1118,255,0,863
2023-10-20,6287,1825,528,3934
2023-10-21,12618,590,0,12028
2023-10-22,15168,0,0,15168
2023-10-23,3183,105,80,2998
2023-10-24,3832,1089,222,2521
2023-10-25,4366,893,105,3368
2023-10-26,4150,810,223,3117
2023-10-27,6039,1433,225,4381
2023-10-28,20841,1174,107,19560
2023-10-29,32527,11772,361,20394
2023-10-30,4739,683,0,4056
2023-10-31,3830,38,33,3759
2023-11-01,3047,924,35,2088
2023-11-02,4554,74,161,4319
2023-11-03,2612,205,53,2354
2023-11-04,16512,146,36,16330
2023-11-05,2015,0,0,2015
2023-11-06,670,0,0,670
2023-11-07,1894,289,0,1605
2023-11-08,2199,80,178,1941
2023-11-09,1932,68,40,1824
2023-11-10,2067,212,45,1810
2023-11-11,4012,221,0,3791
2023-11-12,3466,30,0,3436
2023-11-13,734,63,0,671
2023-11-14,2941,177,0,2764
2023-11-15,1223,36,0,1187
2023-11-16,270,0,0,270
2023-11-17,1028,216,0,812
2023-11-18,2146,123,0,2023
2023-11-19,4039,0,0,4039
2023-11-20,946,73,0,873
2023-11-21,1128,0,0,1128
2023-11-22,1257,30,0,1227
2023-11-23,903,0,0,903
2023-11-24,447,31,0,416
2023-11-25,1326,47,0,1279
2023-11-26,23604,20968,797,1839
2023-11-27,276,0,0,276
2023-11-28,607,129,0,478
2023-11-29,316,0,0,316
2023-11-30,208,0,0,208
2023-12-01,277,0,0,277
2023-12-02,1150,0,0,1150
2023-12-03,1590,0,0,1590
2023-12-04,554,0,0,554
2023-12-05,542,0,0,542
2023-12-06,318,0,0,318
2023-12-07,553,0,0,553
2023-12-08,888,0,0,888
2023-12-09,5337,0,0,5337
2023-12-10,5776,0,0,5776
2023-12-11,119,0,0,119
2023-12-12,451,0,0,451
2023-12-13,569,0,0,569
2023-12-14,171,0,0,171
2023-12-15,77,0,0,77
2023-12-16,553,0,0,553
2023-12-17,5644,5330,0,314
2023-12-18,624,498,0,126
2023-12-19,282,0,0,282
2023-12-20,267,0,0,267
2023-12-21,102,0,0,102
2023-12-22,2823,797,0,2026
2023-12-23,338,0,0,338
2023-12-24,904,0,0,904
2023-12-25,732,0,0,732
2023-12-26,547,0,0,547
2023-12-27,643,0,0,643
2023-12-28,518,0,0,518
2023-12-29,651,0,0,651
2023-12-30,344,0,0,344
2023-12-31,950,0,0,950
