,date,visitors,zoo_garden_group,theme_garden_group,individual_visitors,day,is_rainy
42,2019-02-12,1041,0,0,1041,화,비안옴
43,2019-02-13,917,0,0,917,수,비안옴
44,2019-02-14,1290,0,0,1290,목,비안옴
45,2019-02-15,587,0,0,587,금,비옴
46,2019-02-16,1889,0,0,1889,토,비안옴
47,2019-02-17,2834,0,0,2834,일,비안옴
48,2019-02-18,1084,0,0,1084,월,비안옴
49,2019-02-19,514,0,0,514,화,비옴
50,2019-02-20,832,0,0,832,수,비안옴
51,2019-02-21,998,0,0,998,목,비안옴
52,2019-02-22,1005,0,0,1005,금,비안옴
53,2019-02-23,4086,2,0,4084,토,비안옴
54,2019-02-24,7466,0,0,7466,일,비안옴
55,2019-02-25,1428,35,0,1393,월,비안옴
56,2019-02-26,2285,0,0,2285,화,비안옴
57,2019-02-27,2595,529,0,2066,수,비안옴
58,2019-02-28,2135,0,0,2135,목,비안옴
59,2019-03-01,6264,107,0,6157,금,비안옴
60,2019-03-02,5491,0,0,5491,토,비안옴
61,2019-03-03,4393,0,0,4393,일,비안옴
62,2019-03-04,822,0,0,822,월,비안옴
63,2019-03-05,649,0,0,649,화,비안옴
64,2019-03-06,513,0,0,513,수,비안옴
65,2019-03-07,1196,0,0,1196,목,비안옴
66,2019-03-08,1622,0,0,1622,금,비안옴
67,2019-03-09,17833,74,0,17759,토,비안옴
68,2019-03-10,9254,0,0,9254,일,비안옴
69,2019-03-11,1025,0,0,1025,월,비안옴
70,2019-03-12,1326,603,0,723,화,비안옴
71,2019-03-13,1064,33,0,1031,수,비안옴
72,2019-03-14,1351,0,0,1351,목,비안옴
73,2019-03-15,963,128,0,835,금,비옴
74,2019-03-16,8722,98,0,8624,토,비안옴
75,2019-03-17,15718,30,0,15688,일,비안옴
76,2019-03-18,1945,0,0,1945,월,비안옴
77,2019-03-19,2077,31,0,2046,화,비안옴
78,2019-03-20,759,0,0,759,수,비옴
79,2019-03-21,1144,60,0,1084,목,비옴
80,2019-03-22,1477,0,0,1477,금,비안옴
81,2019-03-23,3562,0,0,3562,토,비옴
82,2019-03-24,12787,35,0,12752,일,비안옴
83,2019-03-25,1538,0,0,1538,월,비안옴
84,2019-03-26,1744,0,0,1744,화,비안옴
85,2019-03-27,1117,0,0,1117,수,비안옴
86,2019-03-28,1665,108,0,1557,목,비안옴
87,2019-03-29,2870,188,0,2682,금,비안옴
88,2019-03-30,2452,115,0,2337,토,비옴
89,2019-03-31,4418,0,0,4418,일,비안옴
90,2019-04-01,1876,0,0,1876,월,비안옴
91,2019-04-02,2081,55,0,2026,화,비안옴
92,2019-04-03,3957,1651,32,2274,수,비안옴
93,2019-04-04,3060,123,124,2813,목,비안옴
94,2019-04-05,4100,1368,44,2688,금,비안옴
95,2019-04-06,11272,212,0,11060,토,비안옴
96,2019-04-07,31924,200,0,31724,일,비안옴
97,2019-04-08,5501,1007,0,4494,월,비안옴
98,2019-04-09,3029,363,53,2613,화,비옴
99,2019-04-10,2124,761,30,1333,수,비옴
100,2019-04-11,8577,3442,151,4984,목,비안옴
101,2019-04-12,9296,1597,172,7527,금,비안옴
102,2019-04-13,39200,210,0,38990,토,비안옴
103,2019-04-14,5017,106,0,4911,일,비옴
104,2019-04-15,6556,208,174,6174,월,비안옴
105,2019-04-16,6982,558,267,6157,화,비안옴
106,2019-04-17,6040,327,127,5586,수,비안옴
107,2019-04-18,4791,442,397,3952,목,비안옴
108,2019-04-19,6494,1243,388,4863,금,비안옴
109,2019-04-20,29419,182,0,29237,토,비안옴
110,2019-04-21,19874,152,0,19722,일,비옴
111,2019-04-22,4445,178,0,4267,월,비안옴
112,2019-04-23,3905,761,229,2915,화,비안옴
113,2019-04-24,3475,895,3,2577,수,비옴
114,2019-04-25,6869,5228,247,1394,목,비옴
115,2019-04-26,3550,1911,114,1525,금,비옴
116,2019-04-27,23777,447,0,23330,토,비안옴
117,2019-04-28,17964,455,0,17509,일,비안옴
118,2019-04-29,3283,370,238,2675,월,비안옴
119,2019-04-30,6833,2070,448,4315,화,비안옴
120,2019-05-01,26327,1476,0,24851,수,비안옴
121,2019-05-02,6977,1254,476,5247,목,비안옴
122,2019-05-03,9589,2830,528,6231,금,비안옴
123,2019-05-04,17366,104,0,17262,토,비안옴
124,2019-05-05,43255,4792,0,38463,일,비안옴
125,2019-05-06,31870,145,0,31725,월,비안옴
126,2019-05-07,4534,524,71,3939,화,비안옴
127,2019-05-08,3574,505,207,2862,수,비안옴
128,2019-05-09,5572,1430,415,3727,목,비안옴
129,2019-05-10,7701,3131,702,3868,금,비안옴
130,2019-05-11,17093,1190,35,15868,토,비안옴
131,2019-05-12,17370,161,3,17206,일,비안옴
132,2019-05-13,3194,110,284,2800,월,비안옴
133,2019-05-14,6529,869,554,5106,화,비안옴
134,2019-05-15,6094,2733,337,3024,수,비안옴
135,2019-05-16,5200,1323,710,3167,목,비안옴
136,2019-05-17,8945,3333,1300,4312,금,비안옴
137,2019-05-18,16276,881,39,15356,토,비안옴
138,2019-05-19,2666,0,319,2347,일,비옴
139,2019-05-20,3766,0,0,3766,월,비옴
140,2019-05-21,7521,2006,259,5256,화,비안옴
141,2019-05-22,6119,636,747,4736,수,비안옴
142,2019-05-23,6060,765,327,4968,목,비안옴
143,2019-05-24,7253,2069,820,4364,금,비안옴
144,2019-05-25,23240,5883,171,17186,토,비안옴
145,2019-05-26,25575,247,105,25223,일,비안옴
146,2019-05-27,1162,0,0,1162,월,비옴
147,2019-05-28,9372,579,175,8618,화,비안옴
148,2019-05-29,8026,319,290,7417,수,비안옴
149,2019-05-30,19350,11454,770,7126,목,비안옴
150,2019-05-31,8759,974,445,7340,금,비안옴
151,2019-06-01,26364,1427,40,24897,토,비안옴
152,2019-06-02,25449,69,0,25380,일,비안옴
153,2019-06-03,6056,233,176,5647,월,비안옴
154,2019-06-04,6528,659,392,5477,화,비안옴
155,2019-06-05,6975,1381,289,5305,수,비안옴
156,2019-06-06,21962,116,120,21726,목,비옴
157,2019-06-07,2612,0,31,2581,금,비옴
158,2019-06-08,27175,257,30,26888,토,비안옴
159,2019-06-09,15525,57,64,15404,일,비안옴
160,2019-06-10,3073,63,144,2866,월,비옴
161,2019-06-11,4733,0,501,4232,화,비안옴
162,2019-06-12,4792,377,322,4093,수,비안옴
163,2019-06-13,3361,198,241,2922,목,비안옴
164,2019-06-14,3441,414,89,2938,금,비안옴
165,2019-06-15,12924,30,0,12894,토,비안옴
166,2019-06-16,14680,99,39,14542,일,비안옴
167,2019-06-17,3147,214,40,2893,월,비옴
168,2019-06-18,2085,73,36,1976,화,비옴
169,2019-06-19,2212,51,124,2037,수,비옴
170,2019-06-20,3271,292,190,2789,목,비안옴
171,2019-06-21,2457,108,210,2139,금,비안옴
172,2019-06-22,12601,122,31,12448,토,비안옴
173,2019-06-23,11289,0,0,11289,일,비옴
174,2019-06-24,2921,738,0,2183,월,비안옴
175,2019-06-25,2038,71,74,1893,화,비안옴
176,2019-06-26,1954,147,119,1688,수,비안옴
177,2019-06-27,1587,0,0,1587,목,비안옴
178,2019-06-28,17126,15345,107,1674,금,비안옴
179,2019-06-29,4743,117,0,4626,토,비옴
180,2019-06-30,9422,36,0,9386,일,비안옴
181,2019-07-01,2026,0,0,2026,월,비안옴
182,2019-07-02,2076,30,52,1994,화,비안옴
183,2019-07-03,1546,0,37,1509,수,비안옴
184,2019-07-04,1671,36,0,1635,목,비안옴
185,2019-07-05,1344,0,0,1344,금,비안옴
186,2019-07-06,3647,30,0,3617,토,비안옴
187,2019-07-07,4107,30,0,4077,일,비안옴
188,2019-07-08,1440,0,0,1440,월,비안옴
189,2019-07-09,1778,61,0,1717,화,비안옴
190,2019-07-10,1412,74,0,1338,수,비옴
191,2019-07-11,1100,46,0,1054,목,비옴
192,2019-07-12,2070,64,0,2006,금,비안옴
193,2019-07-13,7214,165,0,7049,토,비안옴
194,2019-07-14,6264,0,0,6264,일,비안옴
195,2019-07-15,1060,0,0,1060,월,비옴
196,2019-07-16,1684,176,0,1508,화,비안옴
197,2019-07-17,1339,0,0,1339,수,비안옴
198,2019-07-18,2643,1193,0,1450,목,비안옴
199,2019-07-19,1355,59,0,1296,금,비안옴
200,2019-07-20,2468,31,0,2437,토,비옴
201,2019-07-21,2912,44,0,2868,일,비옴
202,2019-07-22,1429,0,0,1429,월,비안옴
203,2019-07-23,1370,0,0,1370,화,비안옴
204,2019-07-24,765,0,0,765,수,비옴
205,2019-07-25,630,0,0,630,목,비옴
206,2019-07-26,12704,12463,0,241,금,비옴
207,2019-07-27,2834,48,0,2786,토,비옴
208,2019-07-28,1144,0,0,1144,일,비옴
209,2019-07-29,2921,0,0,2921,월,비안옴
210,2019-07-30,2230,0,0,2230,화,비안옴
211,2019-07-31,724,0,0,724,수,비옴
212,2019-08-01,3038,0,0,3038,목,비옴
213,2019-08-02,2886,0,0,2886,금,비안옴
214,2019-08-03,2685,0,0,2685,토,비옴
215,2019-08-04,2468,0,0,2468,일,비안옴
216,2019-08-05,1053,0,0,1053,월,비안옴
217,2019-08-06,7204,0,0,7204,화,비안옴
218,2019-08-07,1197,0,39,1158,수,비옴
219,2019-08-08,1250,33,0,1217,목,비안옴
220,2019-08-09,886,0,0,886,금,비안옴
221,2019-08-10,1785,0,0,1785,토,비안옴
222,2019-08-11,2657,628,0,2029,일,비옴
223,2019-08-12,428,0,0,428,월,비옴
224,2019-08-13,1185,40,0,1145,화,비옴
225,2019-08-14,872,36,0,836,수,비안옴
226,2019-08-15,1120,0,0,1120,목,비옴
227,2019-08-16,3587,0,0,3587,금,비옴
228,2019-08-17,5430,30,0,5400,토,비옴
229,2019-08-18,7670,0,0,7670,일,비안옴
230,2019-08-19,1854,0,0,1854,월,비안옴
231,2019-08-20,1430,0,0,1430,화,비안옴
232,2019-08-21,1328,0,0,1328,수,비안옴
233,2019-08-22,1190,0,0,1190,목,비안옴
234,2019-08-23,1863,58,0,1805,금,비안옴
235,2019-08-24,10784,69,0,10715,토,비안옴
236,2019-08-25,11007,0,0,11007,일,비안옴
237,2019-08-26,1821,0,0,1821,월,비안옴
238,2019-08-27,1711,0,0,1711,화,비옴
239,2019-08-28,1679,0,0,1679,수,비안옴
240,2019-08-29,5198,4354,0,844,목,비옴
241,2019-08-30,2304,0,0,2304,금,비옴
242,2019-08-31,15428,0,0,15428,토,비안옴
243,2019-09-01,14422,0,0,14422,일,비안옴
244,2019-09-02,1994,0,0,1994,월,비안옴
245,2019-09-03,1790,0,186,1604,화,비옴
246,2019-09-04,460,30,0,430,수,비옴
247,2019-09-05,764,174,0,590,목,비옴
248,2019-09-06,998,140,0,858,금,비옴
249,2019-09-08,6033,0,0,6033,일,비옴
250,2019-09-09,925,0,0,925,월,비안옴
251,2019-09-10,987,420,0,567,화,비옴
252,2019-09-11,1770,164,0,1606,수,비옴
253,2019-09-12,5460,0,0,5460,목,비옴
254,2019-09-13,19822,0,0,19822,금,비옴
255,2019-09-14,16120,30,0,16090,토,비옴
256,2019-09-15,14186,0,0,14186,일,비안옴
257,2019-09-16,3182,38,98,3046,월,비안옴
258,2019-09-17,2611,93,76,2442,화,비안옴
259,2019-09-18,3172,388,120,2664,수,비안옴
260,2019-09-19,3431,340,197,2894,목,비안옴
261,2019-09-20,4563,591,167,3805,금,비안옴
262,2019-09-21,10127,149,0,9978,토,비안옴
263,2019-09-22,1126,0,0,1126,일,비옴
264,2019-09-23,2999,325,0,2674,월,비안옴
265,2019-09-24,4136,461,539,3136,화,비안옴
266,2019-09-25,3948,558,303,3087,수,비안옴
267,2019-09-26,11123,7530,339,3254,목,비안옴
268,2019-09-27,4624,941,339,3344,금,비안옴
269,2019-09-28,22637,4339,135,18163,토,비안옴
270,2019-09-29,18965,131,0,18834,일,비안옴
271,2019-09-30,4098,1603,40,2455,월,비안옴
272,2019-10-01,3496,487,209,2800,화,비안옴
273,2019-10-02,2251,1240,61,950,수,비옴
274,2019-10-03,15337,0,2,15335,목,비옴
275,2019-10-04,11882,1551,102,10229,금,비안옴
276,2019-10-05,16368,137,76,16155,토,비안옴
277,2019-10-06,19596,154,0,19442,일,비안옴
278,2019-10-07,453,32,0,421,월,비옴
279,2019-10-08,6765,2107,154,4504,화,비안옴
280,2019-10-09,25533,412,30,25091,수,비안옴
281,2019-10-10,4152,980,344,2828,목,비안옴
282,2019-10-11,6444,1634,255,4555,금,비안옴
283,2019-10-12,18065,839,117,17109,토,비안옴
284,2019-10-13,18452,108,0,18344,일,비안옴
285,2019-10-14,3421,322,40,3059,월,비안옴
286,2019-10-15,4828,1253,182,3393,화,비안옴
287,2019-10-16,4625,992,236,3397,수,비안옴
288,2019-10-17,7092,1697,564,4831,목,비안옴
289,2019-10-18,8745,4076,187,4482,금,비안옴
290,2019-10-19,19166,602,47,18517,토,비안옴
291,2019-10-20,16154,35,41,16078,일,비안옴
292,2019-10-21,4135,1056,66,3013,월,비안옴
293,2019-10-22,4520,942,191,3387,화,비안옴
294,2019-10-23,5540,1966,282,3292,수,비안옴
295,2019-10-24,4341,729,38,3574,목,비안옴
296,2019-10-25,8133,3156,278,4699,금,비안옴
297,2019-10-26,17609,406,100,17103,토,비안옴
298,2019-10-27,16692,206,0,16486,일,비안옴
299,2019-10-28,3318,219,0,3099,월,비안옴
300,2019-10-29,3791,646,34,3111,화,비옴
301,2019-10-30,12945,9078,471,3396,수,비안옴
302,2019-10-31,4014,613,153,3248,목,비안옴
303,2019-11-01,3458,633,0,2825,금,비안옴
304,2019-11-02,14026,597,0,13429,토,비안옴
305,2019-11-03,11948,216,107,11625,일,비안옴
306,2019-11-04,3977,42,46,3889,월,비안옴
307,2019-11-05,3444,108,0,3336,화,비안옴
308,2019-11-06,3086,191,60,2835,수,비안옴
309,2019-11-07,3573,475,147,2951,목,비안옴
310,2019-11-08,4592,1474,55,3063,금,비안옴
311,2019-11-09,12385,484,0,11901,토,비안옴
312,2019-11-10,9306,455,0,8851,일,비옴
313,2019-11-11,2244,196,108,1940,월,비옴
314,2019-11-12,2867,245,0,2622,화,비안옴
315,2019-11-13,1080,67,0,1013,수,비옴
316,2019-11-14,3890,2615,0,1275,목,비안옴
317,2019-11-15,618,30,0,588,금,비옴
318,2019-11-16,6239,73,0,6166,토,비안옴
319,2019-11-17,1062,0,0,1062,일,비옴
320,2019-11-18,893,0,0,893,월,비옴
321,2019-11-19,2984,62,0,2922,화,비안옴
322,2019-11-20,1030,37,0,993,수,비안옴
323,2019-11-21,1160,0,0,1160,목,비안옴
324,2019-11-22,1700,34,31,1635,금,비안옴
325,2019-11-23,7841,0,0,7841,토,비안옴
326,2019-11-24,3749,30,0,3719,일,비옴
327,2019-11-25,922,0,0,922,월,비안옴
328,2019-11-26,1377,0,0,1377,화,비안옴
329,2019-11-27,1223,80,0,1143,수,비안옴
330,2019-11-28,1041,22,0,1019,목,비안옴
331,2019-11-29,18132,17053,0,1079,금,비안옴
332,2019-11-30,3727,37,0,3690,토,비안옴
333,2019-12-01,836,0,0,836,일,비옴
334,2019-12-02,813,46,0,767,월,비안옴
335,2019-12-03,696,0,0,696,화,비옴
336,2019-12-04,790,0,0,790,수,비옴
337,2019-12-05,705,0,0,705,목,비안옴
338,2019-12-06,407,0,0,407,금,비안옴
339,2019-12-07,1326,0,0,1326,토,비안옴
340,2019-12-08,2122,30,0,2092,일,비안옴
341,2019-12-09,621,0,0,621,월,비안옴
342,2019-12-10,708,0,0,708,화,비옴
343,2019-12-11,645,0,0,645,수,비안옴
344,2019-12-12,1153,381,0,772,목,비안옴
345,2019-12-13,749,31,0,718,금,비안옴
346,2019-12-14,2182,0,0,2182,토,비옴
347,2019-12-15,3487,153,0,3334,일,비안옴
348,2019-12-16,1084,32,0,1052,월,비안옴
349,2019-12-17,473,0,0,473,화,비옴
350,2019-12-18,1578,647,0,931,수,비안옴
351,2019-12-19,779,0,0,779,목,비안옴
352,2019-12-20,725,0,0,725,금,비안옴
353,2019-12-21,1661,31,0,1630,토,비안옴
354,2019-12-22,1967,69,0,1898,일,비안옴
355,2019-12-23,699,0,0,699,월,비옴
356,2019-12-24,959,0,0,959,화,비안옴
357,2019-12-25,2858,0,0,2858,수,비안옴
358,2019-12-26,548,0,0,548,목,비옴
359,2019-12-27,1302,0,0,1302,금,비안옴
360,2019-12-28,2110,40,0,2070,토,비안옴
361,2019-12-29,6913,5066,0,1847,일,비옴
362,2019-12-30,863,0,0,863,월,비옴
363,2019-12-31,548,0,0,548,화,비안옴
