,date,visitors,zoo_garden_group,theme_garden_group,individual_visitors,day,is_rainy
46,2021-02-16,101,0,0,101,화,비옴
47,2021-02-17,116,0,0,116,수,비안옴
48,2021-02-18,165,0,0,165,목,비안옴
49,2021-02-19,1643,69,0,1574,금,비안옴
50,2021-02-20,6203,0,0,6203,토,비안옴
51,2021-02-21,11897,1127,0,10770,일,비안옴
52,2021-02-22,1585,0,0,1585,월,비안옴
53,2021-02-23,734,0,0,734,화,비안옴
54,2021-02-24,1212,0,0,1212,수,비안옴
55,2021-02-25,1167,0,0,1167,목,비안옴
56,2021-02-26,2913,0,0,2913,금,비안옴
57,2021-02-27,11624,0,0,11624,토,비안옴
58,2021-02-28,15378,0,0,15378,일,비안옴
59,2021-03-01,113,0,0,113,월,비옴
60,2021-03-02,641,0,0,641,화,비옴
61,2021-03-03,836,0,0,836,수,비안옴
62,2021-03-04,616,0,0,616,목,비안옴
63,2021-03-05,1373,0,0,1373,금,비안옴
64,2021-03-06,10282,0,0,10282,토,비안옴
65,2021-03-07,11425,0,0,11425,일,비안옴
66,2021-03-08,1149,0,0,1149,월,비안옴
67,2021-03-09,1034,0,0,1034,화,비안옴
68,2021-03-10,1260,0,0,1260,수,비안옴
69,2021-03-11,2395,0,0,2395,목,비안옴
70,2021-03-12,347,0,0,347,금,비안옴
71,2021-03-13,10069,0,0,10069,토,비안옴
72,2021-03-14,8828,0,0,8828,일,비안옴
73,2021-03-15,916,0,0,916,월,비안옴
74,2021-03-16,706,0,0,706,화,비옴
75,2021-03-17,1078,0,0,1078,수,비안옴
76,2021-03-18,1242,0,0,1242,목,비안옴
77,2021-03-19,1687,0,0,1687,금,비안옴
78,2021-03-20,801,0,0,801,토,비옴
79,2021-03-21,10370,4419,0,5951,일,비안옴
80,2021-03-22,1088,0,0,1088,월,비안옴
81,2021-03-23,1086,0,0,1086,화,비안옴
82,2021-03-24,1101,0,0,1101,수,비안옴
83,2021-03-25,1628,0,0,1628,목,비안옴
84,2021-03-26,1453,0,0,1453,금,비안옴
85,2021-03-27,1291,0,0,1291,토,비옴
86,2021-03-28,2007,0,0,2007,일,비옴
87,2021-03-29,802,0,0,802,월,비옴
88,2021-03-30,1616,0,0,1616,화,비안옴
89,2021-03-31,3512,0,0,3512,수,비안옴
90,2021-04-01,4433,0,0,4433,목,비안옴
91,2021-04-02,5286,0,0,5286,금,비안옴
92,2021-04-03,491,0,0,491,토,비옴
93,2021-04-04,15169,0,0,15169,일,비옴
94,2021-04-05,4368,0,0,4368,월,비안옴
95,2021-04-06,3724,0,0,3724,화,비안옴
96,2021-04-07,4132,0,0,4132,수,비안옴
97,2021-04-08,3214,0,0,3214,목,비안옴
98,2021-04-09,5688,278,38,5372,금,비안옴
99,2021-04-10,21369,35,0,21334,토,비안옴
100,2021-04-11,20591,0,0,20591,일,비안옴
101,2021-04-12,319,0,0,319,월,비옴
102,2021-04-13,1458,0,0,1458,화,비옴
103,2021-04-14,2003,0,50,1953,수,비안옴
104,2021-04-15,2301,39,0,2262,목,비안옴
105,2021-04-16,585,0,0,585,금,비옴
106,2021-04-17,5544,0,0,5544,토,비안옴
107,2021-04-18,23276,4638,0,18638,일,비안옴
108,2021-04-19,2765,0,0,2765,월,비안옴
109,2021-04-20,2360,0,0,2360,화,비안옴
110,2021-04-21,2341,0,97,2244,수,비안옴
111,2021-04-22,1817,0,0,1817,목,비안옴
112,2021-04-23,2214,32,0,2182,금,비안옴
113,2021-04-24,15031,0,0,15031,토,비안옴
114,2021-04-25,17717,0,0,17717,일,비안옴
115,2021-04-26,2483,0,0,2483,월,비안옴
116,2021-04-27,1771,0,0,1771,화,비안옴
117,2021-04-28,1459,57,0,1402,수,비옴
118,2021-04-29,1594,54,0,1540,목,비옴
119,2021-04-30,1259,0,0,1259,금,비옴
120,2021-05-01,5173,0,0,5173,토,비옴
121,2021-05-02,17650,0,0,17650,일,비옴
122,2021-05-03,5302,0,0,5302,월,비안옴
123,2021-05-04,536,50,0,486,화,비옴
124,2021-05-05,46206,0,0,46206,수,비옴
125,2021-05-06,5036,0,0,5036,목,비안옴
126,2021-05-07,1287,0,0,1287,금,비옴
127,2021-05-08,3533,0,0,3533,토,비안옴
128,2021-05-09,12740,0,0,12740,일,비안옴
129,2021-05-10,322,12,0,310,월,비옴
130,2021-05-11,4631,0,61,4570,화,비안옴
131,2021-05-12,2227,0,33,2194,수,비안옴
132,2021-05-13,2823,0,108,2715,목,비안옴
133,2021-05-14,3140,176,116,2848,금,비안옴
134,2021-05-15,2672,0,0,2672,토,비옴
135,2021-05-16,426,0,0,426,일,비옴
136,2021-05-17,542,0,0,542,월,비옴
137,2021-05-18,3884,77,61,3746,화,비안옴
138,2021-05-19,24671,0,0,24671,수,비안옴
139,2021-05-20,1304,39,0,1265,목,비옴
140,2021-05-21,1711,40,45,1626,금,비옴
141,2021-05-22,19649,0,0,19649,토,비안옴
142,2021-05-23,17161,0,0,17161,일,비안옴
143,2021-05-24,3989,0,85,3904,월,비안옴
144,2021-05-25,2173,0,0,2173,화,비옴
145,2021-05-26,4690,140,120,4430,수,비안옴
146,2021-05-27,1004,0,0,1004,목,비옴
147,2021-05-28,1298,0,0,1298,금,비옴
148,2021-05-29,12491,0,0,12491,토,비옴
149,2021-05-30,30143,11511,0,18632,일,비옴
150,2021-05-31,3012,0,0,3012,월,비옴
151,2021-06-01,3165,0,0,3165,화,비안옴
152,2021-06-02,3384,0,132,3252,수,비안옴
153,2021-06-03,701,0,0,701,목,비옴
154,2021-06-04,4275,113,34,4128,금,비안옴
155,2021-06-05,14463,0,0,14463,토,비안옴
156,2021-06-06,13620,0,0,13620,일,비안옴
157,2021-06-07,2734,0,0,2734,월,비안옴
158,2021-06-08,3985,0,34,3951,화,비안옴
159,2021-06-09,1902,0,0,1902,수,비안옴
160,2021-06-10,1877,55,44,1778,목,비옴
161,2021-06-11,1625,0,0,1625,금,비옴
162,2021-06-12,8613,0,0,8613,토,비안옴
163,2021-06-13,7449,0,0,7449,일,비안옴
164,2021-06-14,1715,93,45,1577,월,비안옴
165,2021-06-15,842,0,0,842,화,비옴
166,2021-06-16,2153,0,68,2085,수,비안옴
167,2021-06-17,1760,0,0,1760,목,비안옴
168,2021-06-18,612,0,0,612,금,비옴
169,2021-06-19,9749,0,0,9749,토,비안옴
170,2021-06-20,8337,0,0,8337,일,비안옴
171,2021-06-21,1609,0,45,1564,월,비안옴
172,2021-06-22,1406,38,85,1283,화,비안옴
173,2021-06-23,948,0,0,948,수,비옴
174,2021-06-24,1303,0,0,1303,목,비안옴
175,2021-06-25,1821,0,0,1821,금,비안옴
176,2021-06-26,6151,0,0,6151,토,비옴
177,2021-06-27,23485,15787,0,7698,일,비옴
178,2021-06-28,710,0,0,710,월,비옴
179,2021-06-29,1089,45,48,996,화,비옴
180,2021-06-30,663,0,0,663,수,비옴
181,2021-07-01,894,0,0,894,목,비안옴
182,2021-07-02,1050,0,0,1050,금,비안옴
183,2021-07-03,2370,0,0,2370,토,비옴
184,2021-07-04,1094,0,0,1094,일,비옴
185,2021-07-05,1459,0,0,1459,월,비안옴
186,2021-07-06,1235,0,0,1235,화,비안옴
187,2021-07-07,719,0,0,719,수,비옴
188,2021-07-08,597,0,0,597,목,비옴
189,2021-07-09,758,0,0,758,금,비안옴
190,2021-07-10,2216,0,0,2216,토,비옴
191,2021-07-11,1731,0,0,1731,일,비옴
192,2021-07-12,596,0,0,596,월,비안옴
193,2021-07-13,516,0,0,516,화,비안옴
194,2021-07-14,473,0,0,473,수,비안옴
195,2021-07-15,391,0,0,391,목,비안옴
196,2021-07-16,344,0,0,344,금,비안옴
197,2021-07-17,1315,0,0,1315,토,비안옴
198,2021-07-18,1424,0,0,1424,일,비안옴
199,2021-07-19,345,0,0,345,월,비옴
200,2021-07-20,1987,0,0,1987,화,비안옴
201,2021-07-21,277,0,0,277,수,비안옴
202,2021-07-22,264,0,0,264,목,비안옴
203,2021-07-23,238,0,0,238,금,비안옴
204,2021-07-24,578,0,0,578,토,비안옴
205,2021-07-25,9812,9045,0,767,일,비안옴
206,2021-07-26,399,0,0,399,월,비안옴
207,2021-07-27,246,0,0,246,화,비안옴
208,2021-07-28,281,0,0,281,수,비옴
209,2021-07-29,475,0,0,475,목,비안옴
210,2021-07-30,446,0,0,446,금,비안옴
211,2021-07-31,1157,0,0,1157,토,비옴
212,2021-08-01,1176,0,0,1176,일,비옴
213,2021-08-02,1191,0,0,1191,월,비옴
214,2021-08-03,1326,0,0,1326,화,비옴
215,2021-08-04,986,0,0,986,수,비안옴
216,2021-08-05,1495,0,0,1495,목,비안옴
217,2021-08-06,757,0,0,757,금,비안옴
218,2021-08-07,2232,0,0,2232,토,비안옴
219,2021-08-08,2267,0,0,2267,일,비옴
220,2021-08-09,816,0,0,816,월,비안옴
221,2021-08-10,608,0,0,608,화,비안옴
222,2021-08-11,682,0,0,682,수,비안옴
223,2021-08-12,779,0,0,779,목,비안옴
224,2021-08-13,1184,0,0,1184,금,비안옴
225,2021-08-14,5347,0,0,5347,토,비안옴
226,2021-08-15,7148,0,0,7148,일,비안옴
227,2021-08-16,5792,0,0,5792,월,비안옴
228,2021-08-17,1312,0,0,1312,화,비옴
229,2021-08-18,889,0,0,889,수,비옴
230,2021-08-19,1721,0,0,1721,목,비안옴
231,2021-08-20,1339,0,0,1339,금,비옴
232,2021-08-21,1164,0,0,1164,토,비옴
233,2021-08-22,8136,0,0,8136,일,비옴
234,2021-08-23,409,0,0,409,월,비옴
235,2021-08-24,239,0,0,239,화,비옴
236,2021-08-25,1696,1129,0,567,수,비옴
237,2021-08-26,1299,0,0,1299,목,비안옴
238,2021-08-27,381,0,0,381,금,비옴
239,2021-08-28,11137,0,0,11137,토,비안옴
240,2021-08-29,9178,0,0,9178,일,비옴
241,2021-08-30,1723,0,0,1723,월,비안옴
242,2021-08-31,242,0,0,242,화,비옴
243,2021-09-01,631,0,0,631,수,비옴
244,2021-09-02,1566,0,0,1566,목,비안옴
245,2021-09-03,2412,0,0,2412,금,비안옴
246,2021-09-04,15612,0,0,15612,토,비안옴
247,2021-09-05,15370,0,0,15370,일,비안옴
248,2021-09-06,1595,0,0,1595,월,비옴
249,2021-09-07,137,0,0,137,화,비옴
250,2021-09-08,1673,0,0,1673,수,비옴
251,2021-09-09,1889,0,0,1889,목,비안옴
252,2021-09-10,3842,1962,0,1880,금,비안옴
253,2021-09-11,11735,0,0,11735,토,비안옴
254,2021-09-12,12755,0,0,12755,일,비안옴
255,2021-09-13,1442,0,0,1442,월,비안옴
256,2021-09-14,1405,0,0,1405,화,비안옴
257,2021-09-15,1313,0,0,1313,수,비안옴
258,2021-09-16,1336,0,0,1336,목,비안옴
259,2021-09-17,1335,0,0,1335,금,비안옴
260,2021-09-18,9152,0,0,9152,토,비안옴
261,2021-09-19,12678,0,0,12678,일,비안옴
262,2021-09-20,19167,5849,0,13318,월,비안옴
263,2021-09-21,7751,0,0,7751,화,비옴
264,2021-09-22,10551,0,0,10551,수,비옴
265,2021-09-23,4100,0,0,4100,목,비안옴
266,2021-09-24,3257,0,0,3257,금,비안옴
267,2021-09-25,10698,0,0,10698,토,비안옴
268,2021-09-26,11145,0,0,11145,일,비안옴
269,2021-09-27,1478,0,0,1478,월,비안옴
270,2021-09-28,1124,0,0,1124,화,비옴
271,2021-09-29,169,0,0,169,수,비옴
272,2021-09-30,1840,0,0,1840,목,비안옴
273,2021-10-01,2313,0,0,2313,금,비옴
274,2021-10-02,12400,0,0,12400,토,비옴
275,2021-10-03,16853,0,0,16853,일,비안옴
276,2021-10-04,5215,0,0,5215,월,비안옴
277,2021-10-05,1259,0,0,1259,화,비안옴
278,2021-10-06,353,0,0,353,수,비옴
279,2021-10-07,914,0,0,914,목,비옴
280,2021-10-08,715,0,0,715,금,비옴
281,2021-10-09,13776,0,0,13776,토,비안옴
282,2021-10-10,6376,0,0,6376,일,비옴
283,2021-10-11,14410,0,0,14410,월,비옴
284,2021-10-12,1763,0,0,1763,화,비안옴
285,2021-10-13,2368,0,0,2368,수,비안옴
286,2021-10-14,2310,0,0,2310,목,비안옴
287,2021-10-15,1857,0,0,1857,금,비안옴
288,2021-10-16,7823,0,0,7823,토,비안옴
289,2021-10-17,5034,0,0,5034,일,비안옴
290,2021-10-18,3236,0,0,3236,월,비옴
291,2021-10-19,1091,0,0,1091,화,비옴
292,2021-10-20,1863,0,0,1863,수,비안옴
293,2021-10-21,1938,124,0,1814,목,비안옴
294,2021-10-22,2386,28,0,2358,금,비안옴
295,2021-10-23,11525,0,0,11525,토,비안옴
296,2021-10-24,14344,0,0,14344,일,비안옴
297,2021-10-25,2267,0,0,2267,월,비안옴
298,2021-10-26,2433,0,0,2433,화,비안옴
299,2021-10-27,20162,17893,0,2269,수,비안옴
300,2021-10-28,3071,0,0,3071,목,비안옴
301,2021-10-29,3468,0,0,3468,금,비안옴
302,2021-10-30,13047,0,0,13047,토,비안옴
303,2021-10-31,15648,0,0,15648,일,비안옴
304,2021-11-01,3168,30,0,3138,월,비안옴
305,2021-11-02,3353,0,0,3353,화,비안옴
306,2021-11-03,3310,0,0,3310,수,비안옴
307,2021-11-04,2533,0,0,2533,목,비안옴
308,2021-11-05,3846,0,0,3846,금,비안옴
309,2021-11-06,15092,0,0,15092,토,비안옴
310,2021-11-07,16700,0,0,16700,일,비안옴
311,2021-11-08,171,0,0,171,월,비옴
312,2021-11-09,385,0,0,385,화,비옴
313,2021-11-10,930,36,0,894,수,비안옴
314,2021-11-11,1515,173,99,1243,목,비안옴
315,2021-11-12,1593,143,48,1402,금,비안옴
316,2021-11-13,6639,0,56,6583,토,비안옴
317,2021-11-14,8436,0,0,8436,일,비안옴
318,2021-11-15,1680,36,42,1602,월,비안옴
319,2021-11-16,3665,0,45,3620,화,비안옴
320,2021-11-17,1631,0,0,1631,수,비안옴
321,2021-11-18,1073,0,0,1073,목,비안옴
322,2021-11-19,1748,0,0,1748,금,비안옴
323,2021-11-20,4321,0,0,4321,토,비안옴
324,2021-11-21,3040,0,0,3040,일,비옴
325,2021-11-22,683,0,0,683,월,비옴
326,2021-11-23,436,0,0,436,화,비안옴
327,2021-11-24,523,0,0,523,수,비안옴
328,2021-11-25,665,0,0,665,목,비안옴
329,2021-11-26,16233,15450,0,783,금,비안옴
330,2021-11-27,15992,12433,0,3559,토,비안옴
331,2021-11-28,4650,0,0,4650,일,비안옴
332,2021-11-29,1137,0,0,1137,월,비안옴
333,2021-11-30,141,0,0,141,화,비옴
334,2021-12-01,321,0,0,321,수,비안옴
335,2021-12-02,386,0,0,386,목,비옴
336,2021-12-03,361,0,0,361,금,비옴
337,2021-12-04,1741,0,0,1741,토,비안옴
338,2021-12-05,2830,0,0,2830,일,비안옴
339,2021-12-06,696,0,0,696,월,비안옴
340,2021-12-07,1776,125,0,1651,화,비안옴
341,2021-12-08,744,0,0,744,수,비안옴
342,2021-12-09,645,0,0,645,목,비안옴
343,2021-12-10,404,0,0,404,금,비옴
344,2021-12-11,2688,0,0,2688,토,비안옴
345,2021-12-12,2415,0,0,2415,일,비안옴
346,2021-12-13,267,0,0,267,월,비안옴
347,2021-12-14,568,0,0,568,화,비옴
348,2021-12-15,339,0,0,339,수,비옴
349,2021-12-16,355,0,0,355,목,비안옴
350,2021-12-17,343,0,0,343,금,비안옴
351,2021-12-18,312,0,0,312,토,비옴
352,2021-12-19,573,0,0,573,일,비옴
353,2021-12-20,471,0,0,471,월,비안옴
354,2021-12-21,460,0,0,460,화,비안옴
355,2021-12-22,427,0,0,427,수,비안옴
356,2021-12-23,430,0,0,430,목,비안옴
357,2021-12-24,303,0,0,303,금,비안옴
358,2021-12-25,390,0,0,390,토,비안옴
359,2021-12-26,223,0,0,223,일,비안옴
360,2021-12-27,12955,12804,0,151,월,비안옴
361,2021-12-28,317,0,0,317,화,비안옴
362,2021-12-29,394,0,0,394,수,비안옴
363,2021-12-30,420,0,0,420,목,비안옴
364,2021-12-31,202,0,0,202,금,비안옴
